state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season
Maharashtra,Mumbai( Sub Urban ),2025,9,41608094,95,26,0,121,121.0,Monsoon
Maharashtra,Mumbai( Sub Urban ),2025,10,25605041,56,21,0,77,99.0,Festival
Maharashtra,Mumbai( Sub Urban ),2025,11,42808430,120,18,0,138,112.0,Festival
Maharashtra,Mumbai( Sub Urban ),2025,12,26004959,69,14,0,83,99.33333333333333,Festival
Maharashtra,Nagpur,2025,4,1320096,468,50,48,566,566.0,Non-peak
Maharashtra,Nagpur,2025,5,880057,243,28,22,293,429.5,Non-peak
Maharashtra,Nagpur,2025,7,1320054,904,225,37,1166,675.0,Monsoon
Maharashtra,Nagpur,2025,9,490806297,3027,501,33,3561,1673.3333333333333,Monsoon
Maharashtra,Nagpur,2025,10,255970919,1458,213,12,1683,2136.6666666666665,Festival
Maharashtra,Nagpur,2025,11,356860849,2376,353,18,2747,2663.6666666666665,Festival
Maharashtra,Nagpur,2025,12,233542407,1617,132,63,1812,2080.6666666666665,Festival
Maharashtra,Nanded,2025,4,1726829,462,89,56,607,607.0,Non-peak
Maharashtra,Nanded,2025,5,863316,383,80,39,502,554.5,Non-peak
Maharashtra,Nanded,2025,6,863419,432,124,28,584,564.3333333333334,Monsoon
Maharashtra,Nanded,2025,7,1727028,1295,462,46,1803,963.0,Monsoon
Maharashtra,Nanded,2025,9,337604171,2729,968,10,3707,2031.3333333333333,Monsoon
Maharashtra,Nanded,2025,10,174413361,1197,256,47,1500,2336.6666666666665,Festival
Maharashtra,Nanded,2025,11,208948018,1242,274,83,1599,2268.6666666666665,Festival
Maharashtra,Nanded,2025,12,156282737,1424,194,27,1645,1581.3333333333333,Festival
Maharashtra,Nandurbar,2025,4,425412,237,35,10,282,282.0,Non-peak
Maharashtra,Nandurbar,2025,5,850846,251,134,21,406,344.0,Non-peak
Maharashtra,Nandurbar,2025,7,1701667,2031,994,75,3100,1262.6666666666667,Monsoon
Maharashtra,Nandurbar,2025,9,185058499,2041,854,63,2958,2154.6666666666665,Monsoon
Maharashtra,Nandurbar,2025,10,97846937,1078,243,27,1348,2468.6666666666665,Festival
Maharashtra,Nandurbar,2025,11,129753652,1229,272,35,1536,1947.3333333333333,Festival
Maharashtra,Nandurbar,2025,12,77426775,782,98,6,886,1256.6666666666667,Festival
Maharashtra,Nandurbar *,2025,9,24248936,45,19,1,65,65.0,Monsoon
Maharashtra,Nandurbar *,2025,10,9359284,23,5,0,28,46.5,Festival
Maharashtra,Nandurbar *,2025,11,8082995,20,7,0,27,40.0,Festival
Maharashtra,Nandurbar *,2025,12,6806675,18,2,0,20,25.0,Festival
Maharashtra,Nashik,2025,5,423401,97,14,45,156,156.0,Non-peak
Maharashtra,Nashik,2025,7,2535033,2729,1775,111,4615,2385.5,Monsoon
Maharashtra,Nashik,2025,9,604316648,4980,2054,32,7066,3945.6666666666665,Monsoon
Maharashtra,Nashik,2025,10,289450367,2162,584,33,2779,4820.0,Festival
Maharashtra,Nashik,2025,11,414968861,3479,923,79,4481,4775.333333333333,Festival
Maharashtra,Nashik,2025,12,268339458,2815,452,4,3271,3510.3333333333335,Festival
Maharashtra,Osmanabad,2025,7,413606,275,105,10,390,390.0,Monsoon
Maharashtra,Osmanabad,2025,9,168312744,971,332,0,1303,846.5,Monsoon
Maharashtra,Osmanabad,2025,10,94702644,590,105,0,695,796.0,Festival
Maharashtra,Osmanabad,2025,11,123235851,751,94,0,845,947.6666666666666,Festival
Maharashtra,Osmanabad,2025,12,93047252,716,77,0,793,777.6666666666666,Festival
Maharashtra,Palghar,2025,4,401209,174,90,16,280,280.0,Non-peak
Maharashtra,Palghar,2025,5,401209,162,155,14,331,305.5,Non-peak
Maharashtra,Palghar,2025,6,401209,252,252,10,514,375.0,Monsoon
Maharashtra,Palghar,2025,7,822511,584,607,26,1217,687.3333333333334,Monsoon
Maharashtra,Palghar,2025,9,238408175,1966,983,47,2996,1575.6666666666667,Monsoon
Maharashtra,Palghar,2025,10,133744287,1144,359,23,1526,1913.0,Festival
Maharashtra,Palghar,2025,11,173663446,1821,467,19,2307,2276.3333333333335,Festival
Maharashtra,Palghar,2025,12,115180205,1240,278,10,1528,1787.0,Festival
Maharashtra,Parbhani,2025,3,431401,17,14,37,68,68.0,Non-peak
Maharashtra,Parbhani,2025,4,431402,135,10,16,161,114.5,Non-peak
Maharashtra,Parbhani,2025,5,862907,425,90,32,547,258.6666666666667,Non-peak
Maharashtra,Parbhani,2025,9,157502460,1476,446,4,1926,878.0,Monsoon
Maharashtra,Parbhani,2025,10,90186170,957,171,23,1151,1208.0,Festival
Maharashtra,Parbhani,2025,11,124707969,1220,190,77,1487,1521.3333333333333,Festival
Maharashtra,Parbhani,2025,12,73788917,832,90,10,932,1190.0,Festival
Maharashtra,Pune,2025,4,410405,39,11,19,69,69.0,Non-peak
Maharashtra,Pune,2025,5,2056850,328,97,61,486,277.5,Non-peak
Maharashtra,Pune,2025,6,411014,142,83,11,236,263.6666666666667,Monsoon
Maharashtra,Pune,2025,7,8229618,3645,1552,291,5488,2070.0,Monsoon
Maharashtra,Pune,2025,9,972179007,5891,1905,81,7877,4533.666666666667,Monsoon
Maharashtra,Pune,2025,10,539556637,3896,849,144,4889,6084.666666666667,Festival
Maharashtra,Pune,2025,11,727238965,5677,1275,360,7312,6692.666666666667,Festival
Maharashtra,Pune,2025,12,492231521,4470,764,172,5406,5869.0,Festival
Maharashtra,Raigad,2025,4,410206,242,72,21,335,335.0,Non-peak
Maharashtra,Raigad,2025,7,410206,845,296,25,1166,750.5,Monsoon
Maharashtra,Raigad,2025,9,136895507,496,139,9,644,715.0,Monsoon
Maharashtra,Raigad,2025,10,77553158,305,62,3,370,726.6666666666666,Festival
Maharashtra,Raigad,2025,11,99965273,392,106,31,529,514.3333333333334,Festival
Maharashtra,Raigad,2025,12,71524162,305,68,16,389,429.3333333333333,Festival
Maharashtra,Raigarh,2025,9,270394734,1475,395,0,1870,1073.3333333333333,Monsoon
Maharashtra,Raigarh,2025,10,160836571,845,135,0,980,1126.3333333333333,Festival
Maharashtra,Raigarh,2025,11,207032464,1160,189,0,1349,1399.6666666666667,Festival
Maharashtra,Raigarh,2025,12,139759977,934,96,1,1031,1120.0,Festival
Maharashtra,Raigarh(Mh),2025,9,10978129,21,9,0,30,30.0,Monsoon
Maharashtra,Raigarh(Mh),2025,10,4874393,15,0,0,15,22.5,Festival
Maharashtra,Raigarh(Mh),2025,11,4472282,12,1,0,13,19.333333333333332,Festival
Maharashtra,Raigarh(Mh),2025,12,6523437,24,6,0,30,19.333333333333332,Festival
Maharashtra,Ratnagiri,2025,9,201646749,665,102,3,770,770.0,Monsoon
Maharashtra,Ratnagiri,2025,10,138038318,536,36,2,574,672.0,Festival
Maharashtra,Ratnagiri,2025,11,175461134,642,49,18,709,684.3333333333334,Festival
Maharashtra,Ratnagiri,2025,12,120996825,509,32,9,550,611.0,Festival
Maharashtra,Sangli,2025,5,416410,160,45,20,225,225.0,Non-peak
Maharashtra,Sangli,2025,6,416410,240,105,11,356,290.5,Monsoon
Maharashtra,Sangli,2025,7,1665639,958,588,48,1594,725.0,Monsoon
Maharashtra,Sangli,2025,9,312802372,1434,658,21,2113,1354.3333333333333,Monsoon
Maharashtra,Sangli,2025,10,164724494,795,134,24,953,1553.3333333333333,Festival
Maharashtra,Sangli,2025,11,235845584,1157,189,8,1354,1473.3333333333333,Festival
Maharashtra,Sangli,2025,12,163057129,953,83,1,1037,1114.6666666666667,Festival
Maharashtra,Satara,2025,4,415523,192,26,18,236,236.0,Non-peak
Maharashtra,Satara,2025,5,415523,150,32,10,192,214.0,Non-peak
Maharashtra,Satara,2025,6,415523,136,55,10,201,209.66666666666666,Monsoon
Maharashtra,Satara,2025,7,415523,327,116,16,459,284.0,Monsoon
Maharashtra,Satara,2025,9,304663975,1074,221,26,1321,660.3333333333334,Monsoon
Maharashtra,Satara,2025,10,185949524,797,89,18,904,894.6666666666666,Festival
Maharashtra,Satara,2025,11,268129331,1180,105,33,1318,1181.0,Festival
Maharashtra,Satara,2025,12,222883613,1292,73,25,1390,1204.0,Festival
Maharashtra,Sindhudurg,2025,9,113730071,344,21,1,366,366.0,Monsoon
Maharashtra,Sindhudurg,2025,10,65404011,211,7,3,221,293.5,Festival
Maharashtra,Sindhudurg,2025,11,106233799,373,19,15,407,331.3333333333333,Festival
Maharashtra,Sindhudurg,2025,12,55825886,193,12,3,208,278.6666666666667,Festival
Maharashtra,Solapur,2025,4,1239908,548,67,45,660,660.0,Non-peak
Maharashtra,Solapur,2025,5,1239423,473,97,51,621,640.5,Non-peak
Maharashtra,Solapur,2025,7,1239529,355,172,34,561,614.0,Monsoon
Maharashtra,Solapur,2025,9,429333369,2315,1054,20,3389,1523.6666666666667,Monsoon
Maharashtra,Solapur,2025,10,230576396,1528,330,20,1878,1942.6666666666667,Festival
Maharashtra,Solapur,2025,11,334707834,2258,454,50,2762,2676.3333333333335,Festival
Maharashtra,Solapur,2025,12,238839853,2060,321,40,2421,2353.6666666666665,Festival
Maharashtra,Thane,2025,3,421503,19,13,15,47,47.0,Non-peak
Maharashtra,Thane,2025,4,3730243,2371,913,150,3434,1740.5,Non-peak
Maharashtra,Thane,2025,5,2045125,1437,799,96,2332,1937.6666666666667,Non-peak
Maharashtra,Thane,2025,6,4870861,2432,1767,222,4421,3395.6666666666665,Monsoon
Maharashtra,Thane,2025,7,2908632,4036,3165,142,7343,4698.666666666667,Monsoon
Maharashtra,Thane,2025,9,635546548,5713,3003,64,8780,6848.0,Monsoon
Maharashtra,Thane,2025,10,357078081,3651,1238,53,4942,7021.666666666667,Festival
Maharashtra,Thane,2025,11,461674535,5723,1865,96,7684,7135.333333333333,Festival
Maharashtra,Thane,2025,12,267521955,3710,866,129,4705,5777.0,Festival
Maharashtra,Wardha,2025,9,113642593,679,41,1,721,721.0,Monsoon
Maharashtra,Wardha,2025,10,62348005,298,22,0,320,520.5,Festival
Maharashtra,Wardha,2025,11,71635475,343,11,4,358,466.3333333333333,Festival
Maharashtra,Wardha,2025,12,58368910,539,15,0,554,410.6666666666667,Festival
Maharashtra,Washim,2025,5,444505,198,20,10,228,228.0,Non-peak
Maharashtra,Washim,2025,7,444505,378,68,11,457,342.5,Monsoon
Maharashtra,Washim,2025,9,100878198,691,113,11,815,500.0,Monsoon
Maharashtra,Washim,2025,10,61327805,469,37,7,513,595.0,Festival
Maharashtra,Washim,2025,11,68436890,505,29,6,540,622.6666666666666,Festival
Maharashtra,Washim,2025,12,58216687,800,33,0,833,628.6666666666666,Festival
Maharashtra,Washim *,2025,9,4444446,9,2,0,11,11.0,Monsoon
Maharashtra,Washim *,2025,10,3111439,6,1,0,7,9.0,Festival
Maharashtra,Washim *,2025,11,1333517,3,1,0,4,7.333333333333333,Festival
Maharashtra,Washim *,2025,12,3555637,10,0,0,10,7.0,Festival
Maharashtra,Yavatmal,2025,5,890409,281,72,30,383,383.0,Non-peak
Maharashtra,Yavatmal,2025,7,1335624,858,405,39,1302,842.5,Monsoon
Maharashtra,Yavatmal,2025,9,256884031,1749,440,16,2205,1296.6666666666667,Monsoon
Maharashtra,Yavatmal,2025,10,145582374,995,174,20,1189,1565.3333333333333,Festival
Maharashtra,Yavatmal,2025,11,171403547,908,128,58,1094,1496.0,Festival
Maharashtra,Yavatmal,2025,12,132227561,1263,120,38,1421,1234.6666666666667,Festival
Manipur,Bishnupur,2025,5,1590267,76,79,30,185,185.0,Non-peak
Manipur,Bishnupur,2025,9,57249443,136,178,8,322,253.5,Monsoon
Manipur,Bishnupur,2025,10,31805216,107,114,1,222,243.0,Festival
Manipur,Bishnupur,2025,11,36576034,128,130,3,261,268.3333333333333,Festival
Manipur,Bishnupur,2025,12,23853937,69,58,0,127,203.33333333333334,Festival
Manipur,Chandel,2025,9,58043670,109,244,2,355,355.0,Monsoon
Manipur,Chandel,2025,10,33395014,32,101,1,134,244.5,Festival
Manipur,Chandel,2025,11,45321904,69,91,2,162,217.0,Festival
Manipur,Chandel,2025,12,27034128,34,74,0,108,134.66666666666666,Festival
Manipur,Churachandpur,2025,4,795128,130,476,26,632,632.0,Non-peak
Manipur,Churachandpur,2025,6,795128,91,499,13,603,617.5,Monsoon
Manipur,Churachandpur,2025,7,795128,348,1265,13,1626,953.6666666666666,Monsoon
Manipur,Churachandpur,2025,9,94618133,238,400,12,650,959.6666666666666,Monsoon
Manipur,Churachandpur,2025,10,63609348,172,282,15,469,915.0,Festival
Manipur,Churachandpur,2025,11,65199784,164,239,13,416,511.6666666666667,Festival
Manipur,Churachandpur,2025,12,34985302,113,113,16,242,375.6666666666667,Festival
Manipur,Imphal East,2025,9,124824830,151,154,1,306,306.0,Monsoon
Manipur,Imphal East,2025,10,83482017,115,160,4,279,292.5,Festival
Manipur,Imphal East,2025,11,94612093,169,150,4,323,302.6666666666667,Festival
Manipur,Imphal East,2025,12,61219719,124,100,0,224,275.3333333333333,Festival
Manipur,Imphal West,2025,5,795001,44,37,25,106,106.0,Non-peak
Manipur,Imphal West,2025,9,126416416,146,152,3,301,203.5,Monsoon
Manipur,Imphal West,2025,10,78711348,125,111,1,237,214.66666666666666,Festival
Manipur,Imphal West,2025,11,122440956,186,169,3,358,298.6666666666667,Festival
Manipur,Imphal West,2025,12,76326628,144,90,0,234,276.3333333333333,Festival
Manipur,Jiribam,2025,9,19877891,19,24,0,43,43.0,Monsoon
Manipur,Jiribam,2025,10,17492542,13,38,0,51,47.0,Festival
Manipur,Jiribam,2025,11,11131619,12,24,1,37,43.666666666666664,Festival
Manipur,Jiribam,2025,12,6360927,9,5,0,14,34.0,Festival
Manipur,Kakching,2025,9,16697155,12,25,1,38,38.0,Monsoon
Manipur,Kakching,2025,10,11131438,6,19,0,25,31.5,Festival
Manipur,Kakching,2025,11,14311846,14,17,0,31,31.333333333333332,Festival
Manipur,Kakching,2025,12,6360856,7,8,0,15,23.666666666666668,Festival
Manipur,Pherzawl,2025,9,1590242,1,6,0,7,7.0,Monsoon
Manipur,Pherzawl,2025,10,798612,0,1,0,1,4.0,Festival
Manipur,Pherzawl,2025,11,795121,0,1,0,1,3.0,Festival
Manipur,Pherzawl,2025,12,1590242,0,2,0,2,1.3333333333333333,Festival
Manipur,Senapati,2025,9,159815512,252,292,1,545,545.0,Monsoon
Manipur,Senapati,2025,10,127216118,207,183,4,394,469.5,Festival
Manipur,Senapati,2025,11,122444854,207,151,7,365,434.6666666666667,Festival
Manipur,Senapati,2025,12,73944623,98,95,4,197,318.6666666666667,Festival
Manipur,Tamenglong,2025,9,61225810,81,200,2,283,283.0,Monsoon
Manipur,Tamenglong,2025,10,51684131,78,175,16,269,276.0,Festival
Manipur,Tamenglong,2025,11,56454955,94,163,11,268,273.3333333333333,Festival
Manipur,Tamenglong,2025,12,22263958,44,96,0,140,225.66666666666666,Festival
Manipur,Thoubal,2025,9,89849815,125,169,1,295,295.0,Monsoon
Manipur,Thoubal,2025,10,62815264,90,129,3,222,258.5,Festival
Manipur,Thoubal,2025,11,73947249,117,205,2,324,280.3333333333333,Festival
Manipur,Thoubal,2025,12,54068945,91,135,0,226,257.3333333333333,Festival
Manipur,Ukhrul,2025,9,58045137,91,148,1,240,240.0,Monsoon
Manipur,Ukhrul,2025,10,31010486,84,113,5,202,221.0,Festival
Manipur,Ukhrul,2025,11,42142668,127,133,5,265,235.66666666666666,Festival
Manipur,Ukhrul,2025,12,19083464,41,30,3,74,180.33333333333334,Festival
Meghalaya,East Garo Hills,2025,4,1588221,491,1124,293,1908,1908.0,Non-peak
Meghalaya,East Garo Hills,2025,5,1588221,180,448,267,895,1401.5,Non-peak
Meghalaya,East Garo Hills,2025,6,1588221,70,469,341,880,1227.6666666666667,Monsoon
Meghalaya,East Garo Hills,2025,7,1588221,73,606,387,1066,947.0,Monsoon
Meghalaya,East Garo Hills,2025,9,57848174,136,464,185,785,910.3333333333334,Monsoon
Meghalaya,East Garo Hills,2025,10,35635910,26,135,78,239,696.6666666666666,Festival
Meghalaya,East Garo Hills,2025,11,33275744,33,99,117,249,424.3333333333333,Festival
Meghalaya,East Garo Hills,2025,12,11106562,3,21,6,30,172.66666666666666,Festival
Meghalaya,East Jaintia Hills,2025,4,1586360,434,765,283,1482,1482.0,Non-peak
Meghalaya,East Jaintia Hills,2025,5,1586360,125,248,256,629,1055.5,Non-peak
Meghalaya,East Jaintia Hills,2025,6,1586360,96,414,308,818,976.3333333333334,Monsoon
Meghalaya,East Jaintia Hills,2025,7,1586360,200,571,516,1287,911.3333333333334,Monsoon
Meghalaya,East Jaintia Hills,2025,9,35692968,64,173,171,408,837.6666666666666,Monsoon
Meghalaya,East Jaintia Hills,2025,10,27761271,38,85,105,228,641.0,Festival
Meghalaya,East Jaintia Hills,2025,11,29347578,19,75,143,237,291.0,Festival
Meghalaya,East Jaintia Hills,2025,12,11897800,7,23,14,44,169.66666666666666,Festival
Meghalaya,East Khasi Hills,2025,3,2379257,44,92,164,300,300.0,Non-peak
Meghalaya,East Khasi Hills,2025,4,16653820,1437,4688,1673,7798,4049.0,Non-peak
Meghalaya,East Khasi Hills,2025,5,15860825,768,2259,1867,4894,4330.666666666667,Non-peak
Meghalaya,East Khasi Hills,2025,6,10309730,287,1875,978,3140,5277.333333333333,Monsoon
Meghalaya,East Khasi Hills,2025,7,16653831,756,3426,2404,6586,4873.333333333333,Monsoon
Meghalaya,East Khasi Hills,2025,9,399691773,406,1031,885,2322,4016.0,Monsoon
Meghalaya,East Khasi Hills,2025,10,236326963,236,527,638,1401,3436.3333333333335,Festival
Meghalaya,East Khasi Hills,2025,11,265669268,225,517,1106,1848,1857.0,Festival
Meghalaya,East Khasi Hills,2025,12,92786249,99,191,233,523,1257.3333333333333,Festival
Meghalaya,Eastern West Khasi Hills,2025,9,16655519,1,102,2,105,105.0,Monsoon
Meghalaya,Eastern West Khasi Hills,2025,10,12689920,1,63,2,66,85.5,Festival
Meghalaya,Eastern West Khasi Hills,2025,11,9517440,1,45,0,46,72.33333333333333,Festival
Meghalaya,Eastern West Khasi Hills,2025,12,6344958,0,16,585,601,237.66666666666666,Festival
Meghalaya,Jaintia Hills,2025,10,3172651,4,0,0,4,4.0,Festival
Meghalaya,Kamrup,2025,7,781131,13,71,59,143,915.3333333333334,Monsoon
Meghalaya,North Garo Hills,2025,4,3959466,205,1048,242,1495,1495.0,Non-peak
Meghalaya,North Garo Hills,2025,5,794002,65,168,91,324,909.5,Non-peak
Meghalaya,North Garo Hills,2025,7,794108,22,97,125,244,687.6666666666666,Monsoon
Meghalaya,North Garo Hills,2025,9,72064270,107,332,37,476,348.0,Monsoon
Meghalaya,North Garo Hills,2025,10,36417784,17,87,46,150,290.0,Festival
Meghalaya,North Garo Hills,2025,11,37234162,32,89,71,192,272.6666666666667,Festival
Meghalaya,North Garo Hills,2025,12,19841130,9,33,146,188,176.66666666666666,Festival
Meghalaya,Ri Bhoi,2025,3,793105,30,11,26,67,67.0,Non-peak
Meghalaya,Ri Bhoi,2025,4,3953542,319,1500,514,2333,1200.0,Non-peak
Meghalaya,Ri Bhoi,2025,5,3953542,243,733,633,1609,1336.3333333333333,Non-peak
Meghalaya,Ri Bhoi,2025,6,1586205,69,398,316,783,1575.0,Monsoon
Meghalaya,Ri Bhoi,2025,7,3172411,318,1160,946,2424,1605.3333333333333,Monsoon
Meghalaya,Ri Bhoi,2025,9,99787732,167,376,261,804,1337.0,Monsoon
Meghalaya,Ri Bhoi,2025,10,67330238,65,135,260,460,1229.3333333333333,Festival
Meghalaya,Ri Bhoi,2025,11,83084498,111,222,329,662,642.0,Festival
Meghalaya,Ri Bhoi,2025,12,29332887,16,63,87,166,429.3333333333333,Festival
Meghalaya,South Garo Hills,2025,4,3970431,231,820,367,1418,1418.0,Non-peak
Meghalaya,South Garo Hills,2025,5,3970431,105,388,192,685,1051.5,Non-peak
Meghalaya,South Garo Hills,2025,6,2382323,42,197,312,551,884.6666666666666,Monsoon
Meghalaya,South Garo Hills,2025,7,1588209,44,206,236,486,574.0,Monsoon
Meghalaya,South Garo Hills,2025,9,74643712,81,486,166,733,590.0,Monsoon
Meghalaya,South Garo Hills,2025,10,40497722,29,206,14,249,489.3333333333333,Festival
Meghalaya,South Garo Hills,2025,11,46850809,35,107,159,301,427.6666666666667,Festival
Meghalaya,South Garo Hills,2025,12,7940950,1,17,0,18,189.33333333333334,Festival
Meghalaya,South West Garo Hills,2025,4,2382326,991,610,174,1775,1775.0,Non-peak
Meghalaya,South West Garo Hills,2025,5,2382326,392,240,167,799,1287.0,Non-peak
Meghalaya,South West Garo Hills,2025,6,1588221,264,209,145,618,1064.0,Monsoon
Meghalaya,South West Garo Hills,2025,7,1588221,370,272,173,815,744.0,Monsoon
Meghalaya,South West Garo Hills,2025,9,49234719,223,176,104,503,645.3333333333334,Monsoon
Meghalaya,South West Garo Hills,2025,10,32558487,88,76,42,206,508.0,Festival
Meghalaya,South West Garo Hills,2025,11,38117220,76,61,59,196,301.6666666666667,Festival
Meghalaya,South West Garo Hills,2025,12,13499859,13,12,19,44,148.66666666666666,Festival
Meghalaya,South West Khasi Hills,2025,4,2379339,241,535,212,988,988.0,Non-peak
Meghalaya,South West Khasi Hills,2025,5,2379339,135,192,200,527,757.5,Non-peak
Meghalaya,South West Khasi Hills,2025,6,1586220,54,184,146,384,633.0,Monsoon
Meghalaya,South West Khasi Hills,2025,7,1586220,137,283,326,746,552.3333333333334,Monsoon
Meghalaya,South West Khasi Hills,2025,9,45207432,55,86,109,250,460.0,Monsoon
Meghalaya,South West Khasi Hills,2025,10,34103840,45,78,49,172,389.3333333333333,Festival
Meghalaya,South West Khasi Hills,2025,11,34896925,112,158,60,330,250.66666666666666,Festival
Meghalaya,South West Khasi Hills,2025,12,14276037,10,27,12,49,183.66666666666666,Festival
Meghalaya,West Garo Hills,2025,4,6352530,1215,1761,727,3703,3703.0,Non-peak
Meghalaya,West Garo Hills,2025,5,6352530,683,994,708,2385,3044.0,Non-peak
Meghalaya,West Garo Hills,2025,6,4764427,521,992,854,2367,2818.3333333333335,Monsoon
Meghalaya,West Garo Hills,2025,7,6352530,893,1870,1534,4297,3016.3333333333335,Monsoon
Meghalaya,West Garo Hills,2025,9,143726007,439,527,168,1134,2599.3333333333335,Monsoon
Meghalaya,West Garo Hills,2025,10,88935743,290,282,242,814,2081.6666666666665,Festival
Meghalaya,West Garo Hills,2025,11,100052098,385,282,276,943,963.6666666666666,Festival
Meghalaya,West Garo Hills,2025,12,37321491,119,82,31,232,663.0,Festival
Meghalaya,West Jaintia Hills,2025,3,2379450,315,53,142,510,510.0,Non-peak
Meghalaya,West Jaintia Hills,2025,4,3172571,712,1478,727,2917,1713.5,Non-peak
Meghalaya,West Jaintia Hills,2025,5,3172571,558,909,734,2201,1876.0,Non-peak
Meghalaya,West Jaintia Hills,2025,6,2379410,192,1017,634,1843,2320.3333333333335,Monsoon
Meghalaya,West Jaintia Hills,2025,7,2379410,224,1089,883,2196,2080.0,Monsoon
Meghalaya,West Jaintia Hills,2025,9,65830786,200,498,295,993,1677.3333333333333,Monsoon
Meghalaya,West Jaintia Hills,2025,10,41243505,81,203,93,377,1188.6666666666667,Festival
Meghalaya,West Jaintia Hills,2025,11,44415972,75,149,285,509,626.3333333333334,Festival
Meghalaya,West Jaintia Hills,2025,12,26173852,25,240,5,270,385.3333333333333,Festival
Meghalaya,West Khasi Hills,2025,3,3172476,118,113,442,673,673.0,Non-peak
Meghalaya,West Khasi Hills,2025,4,1586239,896,2670,1129,4695,2684.0,Non-peak
Meghalaya,West Khasi Hills,2025,5,1586239,406,1103,923,2432,2600.0,Non-peak
Meghalaya,West Khasi Hills,2025,6,1586239,129,1296,752,2177,3101.3333333333335,Monsoon
Meghalaya,West Khasi Hills,2025,7,1586239,442,1998,1179,3619,2742.6666666666665,Monsoon
